Year,Leading Cause,Sex,Race Ethnicity,Deaths,Death Rate,Age Adjusted Death Rate
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Asian and Pacific Islander,583,86.41953348,80.49134035
2017,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,92,13.63738779,12.57924223
2017,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,78,11.56213313,10.77197111
2017,Diabetes Mellitus (E10-E14),Female,Asian and Pacific Islander,73,10.82097075,9.943976124
2017,Alzheimer's Disease (G30),Female,Asian and Pacific Islander,69,10.22804084,9.392883983
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Asian and Pacific Islander,60,8.893948557,8.273324365
2017,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,38,5.632834086,5.28311676
2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,36,5.336369134,5.135702802
2017,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",Female,Asian and Pacific Islander,24,3.557579423,3.369561421
2017,All Other Causes,Female,Asian and Pacific Islander,366,54.2530862,52.64725741
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1437,110.8176367,106.2815974
2017,Malignant Neoplasms (Cancer: C00-C97),Female,Hispanic,1205,92.92641077,90.60874652
2017,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,247,19.04798627,18.32890793
2017,Influenza (Flu) and Pneumonia (J09-J18),Female,Hispanic,222,17.12005244,16.40073827
2017,Diabetes Mellitus (E10-E14),Female,Hispanic,190,14.65229713,14.24277952
2017,Alzheimer's Disease (G30),Female,Hispanic,187,14.42094507,13.51501134
2017,Chronic Lower Respiratory Diseases (J40-J47),Female,Hispanic,183,14.11247566,13.64133857
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Hispanic,131,10.10237329,9.723480285
2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Hispanic,86,6.632092387,6.434677656
2017,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Female,Hispanic,83,6.400740327,6.198230018
2017,All Other Causes,Female,Hispanic,1157,89.22477781,86.29230224
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Non-Hispanic Black,2486,238.7810831,177.1404332
2017,Malignant Neoplasms (Cancer: C00-C97),Female,Non-Hispanic Black,1775,170.4893091,134.1835172
2017,Diabetes Mellitus (E10-E14),Female,Non-Hispanic Black,389,37.36357253,28.69050724
2017,Cerebrovascular Disease (Stroke: I60-I69),Female,Non-Hispanic Black,326,31.31240269,23.37422711
2017,Influenza (Flu) and Pneumonia (J09-J18),Female,Non-Hispanic Black,277,26.60593725,19.9860311
2017,Chronic Lower Respiratory Diseases (J40-J47),Female,Non-Hispanic Black,251,24.10862906,18.59385437
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Non-Hispanic Black,238,22.85997497,16.75836686
2017,Alzheimer's Disease (G30),Female,Non-Hispanic Black,159,15.27200009,10.42353363
2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Non-Hispanic Black,118,11.33393717,9.911482893
2017,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Non-Hispanic Black,77,7.395874255,6.5007516
2017,All Other Causes,Female,Non-Hispanic Black,1438,138.120353,112.6678171
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Non-Hispanic White,4279,303.9127254,147.830847
2017,Malignant Neoplasms (Cancer: C00-C97),Female,Non-Hispanic White,2983,211.8653096,138.5518594
2017,Chronic Lower Respiratory Diseases (J40-J47),Female,Non-Hispanic White,502,35.65416877,19.59631066
2017,Influenza (Flu) and Pneumonia (J09-J18),Female,Non-Hispanic White,418,29.68813256,14.83712019
2017,Cerebrovascular Disease (Stroke: I60-I69),Female,Non-Hispanic White,404,28.69379319,14.22720739
2017,Alzheimer's Disease (G30),Female,Non-Hispanic White,378,26.84716294,11.63305384
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Non-Hispanic White,231,16.40659957,7.87079199
2017,Diabetes Mellitus (E10-E14),Female,Non-Hispanic White,192,13.63665419,8.1484191
2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Non-Hispanic White,164,11.64797545,6.803385457
2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Non-Hispanic White,119,8.451884628,8.170656665
2017,All Other Causes,Female,Non-Hispanic White,2349,166.8359411,96.33488708
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Not Stated/Unknown,142,,
2017,Malignant Neoplasms (Cancer: C00-C97),Female,Not Stated/Unknown,80,,
2017,Influenza (Flu) and Pneumonia (J09-J18),Female,Not Stated/Unknown,15,,
2017,Diabetes Mellitus (E10-E14),Female,Not Stated/Unknown,12,,
2017,Chronic Lower Respiratory Diseases (J40-J47),Female,Not Stated/Unknown,11,,
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Not Stated/Unknown,11,,
2017,Cerebrovascular Disease (Stroke: I60-I69),Female,Not Stated/Unknown,10,,
2017,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Not Stated/Unknown,9,,
2017,Alzheimer's Disease (G30),Female,Not Stated/Unknown,6,,
2017,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Female,Not Stated/Unknown,5,,
2017,All Other Causes,Female,Not Stated/Unknown,99,,
2017,Malignant Neoplasms (Cancer: C00-C97),Female,Other Race/ Ethnicity,16,,
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Other Race/ Ethnicity,13,,
2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Other Race/ Ethnicity,3,,
2017,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Female,Other Race/ Ethnicity,2,,
2017,Cerebrovascular Disease (Stroke: I60-I69),Female,Other Race/ Ethnicity,2,,
2017,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Female,Other Race/ Ethnicity,2,,
2017,Alzheimer's Disease (G30),Female,Other Race/ Ethnicity,2,,
2017,Chronic Lower Respiratory Diseases (J40-J47),Female,Other Race/ Ethnicity,1,,
2017,Diabetes Mellitus (E10-E14),Female,Other Race/ Ethnicity,1,,
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Other Race/ Ethnicity,1,,
2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Other Race/ Ethnicity,1,,
2017,Anemias (D50-D64),Female,Other Race/ Ethnicity,1,,
2017,Septicemia (A40-A41),Female,Other Race/ Ethnicity,1,,
2017,"Pregnancy, Childbirth and the Puerperium (O00-O09)",Female,Other Race/ Ethnicity,1,,
2017,All Other Causes,Female,Other Race/ Ethnicity,9,,
2017,Malignant Neoplasms (Cancer: C00-C97),Male,Asian and Pacific Islander,770,126.3658176,126.1026052
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,684,112.2522327,120.8258868
2017,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,97,15.91881078,17.03312447
2017,Influenza (Flu) and Pneumonia (J09-J18),Male,Asian and Pacific Islander,93,15.26236498,17.19356222
2017,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,93,15.26236498,15.52791828
2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,77,12.63658176,13.00239592
2017,Chronic Lower Respiratory Diseases (J40-J47),Male,Asian and Pacific Islander,76,12.4724703,14.02388248
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Asian and Pacific Islander,46,7.549126763,8.151400495
2017,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",Male,Asian and Pacific Islander,38,6.236235152,5.897274644
2017,Alzheimer's Disease (G30),Male,Asian and Pacific Islander,29,4.75923209,5.727588815
2017,All Other Causes,Male,Asian and Pacific Islander,493,80.90694553,86.27791648
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Hispanic,1427,116.8997562,163.5081075
2017,Malignant Neoplasms (Cancer: C00-C97),Male,Hispanic,1192,97.64857001,130.0964331
2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,394,32.27645686,32.19910605
2017,Diabetes Mellitus (E10-E14),Male,Hispanic,235,19.2511862,25.71802372
2017,Cerebrovascular Disease (Stroke: I60-I69),Male,Hispanic,191,15.64670878,20.75817127
2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,190,15.56478884,17.5606497
2017,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,183,14.99134925,21.36762608
2017,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Male,Hispanic,158,12.94335072,14.49100393
2017,Chronic Lower Respiratory Diseases (J40-J47),Male,Hispanic,140,11.46879178,16.08616952
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Hispanic,124,10.15807272,14.73859073
2017,All Other Causes,Male,Hispanic,1275,104.4479251,134.3808504
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Non-Hispanic Black,2143,248.9391336,265.0627457
2017,Malignant Neoplasms (Cancer: C00-C97),Male,Non-Hispanic Black,1508,175.175088,181.0742183
2017,Diabetes Mellitus (E10-E14),Male,Non-Hispanic Black,347,40.30885645,41.42455738
2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Non-Hispanic Black,309,35.89463009,33.14996692
2017,Cerebrovascular Disease (Stroke: I60-I69),Male,Non-Hispanic Black,242,28.11165205,29.72449098
2017,Influenza (Flu) and Pneumonia (J09-J18),Male,Non-Hispanic Black,229,26.60152198,29.47499299
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Non-Hispanic Black,186,21.60647637,23.51131496
2017,Chronic Lower Respiratory Diseases (J40-J47),Male,Non-Hispanic Black,165,19.16703549,20.1329842
2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Non-Hispanic Black,138,16.0306115,16.20741687
2017,"Assault (Homicide: U01-U02, Y87.1, X85-Y09)",Male,Non-Hispanic Black,133,15.44979224,15.64836771
2017,All Other Causes,Male,Non-Hispanic Black,1413,164.1395221,170.9339179
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Non-Hispanic White,4082,303.9045254,227.6290645
2017,Malignant Neoplasms (Cancer: C00-C97),Male,Non-Hispanic White,3017,224.6153732,176.0842435
2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Non-Hispanic White,451,33.57690862,30.9764218
2017,Influenza (Flu) and Pneumonia (J09-J18),Male,Non-Hispanic White,409,30.45001247,22.39997988
2017,Chronic Lower Respiratory Diseases (J40-J47),Male,Non-Hispanic White,374,27.84426568,20.87486657
2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Non-Hispanic White,290,21.59047339,18.0514756
2017,Cerebrovascular Disease (Stroke: I60-I69),Male,Non-Hispanic White,266,19.80367559,14.88148486
2017,Diabetes Mellitus (E10-E14),Male,Non-Hispanic White,238,17.71907816,13.95170168
2017,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",Male,Non-Hispanic White,194,14.4432822,12.95228637
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Non-Hispanic White,172,12.80538422,9.466142728
2017,All Other Causes,Male,Non-Hispanic White,2167,161.3329512,127.5532876
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Not Stated/Unknown,193,,
2017,Malignant Neoplasms (Cancer: C00-C97),Male,Not Stated/Unknown,120,,
2017,Diabetes Mellitus (E10-E14),Male,Not Stated/Unknown,29,,
2017,Chronic Lower Respiratory Diseases (J40-J47),Male,Not Stated/Unknown,23,,
2017,Cerebrovascular Disease (Stroke: I60-I69),Male,Not Stated/Unknown,20,,
2017,Influenza (Flu) and Pneumonia (J09-J18),Male,Not Stated/Unknown,19,,
2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Not Stated/Unknown,17,,
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Not Stated/Unknown,16,,
2017,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Male,Not Stated/Unknown,14,,
2017,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Not Stated/Unknown,13,,
2017,All Other Causes,Male,Not Stated/Unknown,137,,
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Other Race/ Ethnicity,21,,
2017,Malignant Neoplasms (Cancer: C00-C97),Male,Other Race/ Ethnicity,15,,
2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Other Race/ Ethnicity,5,,
2017,Cerebrovascular Disease (Stroke: I60-I69),Male,Other Race/ Ethnicity,4,,
2017,Diabetes Mellitus (E10-E14),Male,Other Race/ Ethnicity,3,,
2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Other Race/ Ethnicity,3,,
2017,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Male,Other Race/ Ethnicity,2,,
2017,Aortic Aneurysm and Dissection (I71),Male,Other Race/ Ethnicity,2,,
2017,Alzheimer's Disease (G30),Male,Other Race/ Ethnicity,2,,
2017,Septicemia (A40-A41),Male,Other Race/ Ethnicity,2,,
2017,All Other Causes,Male,Other Race/ Ethnicity,16,,
2018,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",F,Asian and Pacific Islander,28,4.311,4.323
2018,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",F,Asian and Pacific Islander,33,5.081,4.715
2018,Parkinson's Disease (G20),M,Asian and Pacific Islander,30,5.107,5.318
2018,Alzheimer's Disease (G30),M,Asian and Pacific Islander,30,5.107,5.867
2018,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",M,Asian and Pacific Islander,30,5.107,5.115
2018,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",F,Hispanic,71,5.613,5.348
2018,Chronic Lower Respiratory Diseases (J40-J47),F,Asian and Pacific Islander,40,6.159,5.366
2018,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",F,Not Stated/Unknown,6,6.725,8.154
2018,Chronic Lower Respiratory Diseases (J40-J47),F,Not Stated/Unknown,6,6.725,9.138
2018,Alzheimer's Disease (G30),F,Not Stated/Unknown,6,6.725,9.553
2018,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",M,Asian and Pacific Islander,46,7.831,7.481
2018,Cerebrovascular Disease (Stroke: I60-I69),F,Not Stated/Unknown,7,7.846,11.144
2018,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Non-Hispanic Black,80,7.913,5.807
2018,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Hispanic,107,8.459,8.153
2018,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Non-Hispanic White,120,8.707,8.385
2018,"Essential Hypertension and Renal Diseases (I10, I12)",M,Hispanic,110,9.286,12.626
2018,Alzheimer's Disease (G30),F,Asian and Pacific Islander,61,9.392,8.185
2018,"Essential Hypertension and Renal Diseases (I10, I12)",M,Asian and Pacific Islander,57,9.704,10.106
2018,"Essential Hypertension and Renal Diseases (I10, I12)",F,Asian and Pacific Islander,66,10.162,8.887
2018,"Essential Hypertension and Renal Diseases (I10, I12)",F,Not Stated/Unknown,10,11.209,15.88
2018,All Other Causes,M,Other Race/ Ethnicity,55,,
2018,"Essential Hypertension and Renal Diseases (I10, I12)",F,Hispanic,152,12.017,11.109
2018,Influenza (Flu) and Pneumonia (J09-J18),F,Asian and Pacific Islander,79,12.163,10.757
2018,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Non-Hispanic Black,123,12.166,10.384
2018,Chronic Lower Respiratory Diseases (J40-J47),M,Hispanic,146,12.325,16.311
2018,Influenza (Flu) and Pneumonia (J09-J18),F,Not Stated/Unknown,11,12.33,17.636
2018,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",F,Non-Hispanic White,177,12.843,8.085
2018,Diabetes Mellitus (E10-E14),F,Non-Hispanic White,180,13.061,7.485
2018,Diabetes Mellitus (E10-E14),F,Asian and Pacific Islander,85,13.087,11.467
2018,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",M,Hispanic,157,13.254,14.936
2018,Chronic Lower Respiratory Diseases (J40-J47),M,Asian and Pacific Islander,78,13.279,13.916
2018,"Essential Hypertension and Renal Diseases (I10, I12)",M,Non-Hispanic White,177,13.449,9.853
2018,Diabetes Mellitus (E10-E14),F,Not Stated/Unknown,12,13.451,18.98
2018,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",M,Asian and Pacific Islander,84,14.301,14.166
2018,Cerebrovascular Disease (Stroke: I60-I69),M,Hispanic,171,14.436,18.949
2018,Certain Conditions originating in the Perinatal Period (P00-P96),F,Not Stated/Unknown,13,14.572,12.053
2018,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",M,Non-Hispanic Black,129,15.392,15.436
2018,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",M,Non-Hispanic White,208,15.805,14.184
2018,Alzheimer's Disease (G30),F,Non-Hispanic Black,160,15.826,10.573
2018,"Essential Hypertension and Renal Diseases (I10, I12)",M,Not Stated/Unknown,13,16.275,29.377
2018,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",M,Not Stated/Unknown,13,16.275,26.13
2018,Influenza (Flu) and Pneumonia (J09-J18),M,Hispanic,193,16.293,22.46
2018,Chronic Lower Respiratory Diseases (J40-J47),F,Hispanic,211,16.681,15.561
2018,Diabetes Mellitus (E10-E14),M,Asian and Pacific Islander,99,16.855,16.778
2018,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",M,Hispanic,200,16.884,18.663
2018,Cerebrovascular Disease (Stroke: I60-I69),M,Asian and Pacific Islander,102,17.365,17.355
2018,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",M,Not Stated/Unknown,14,17.527,23.942
2018,Cerebrovascular Disease (Stroke: I60-I69),F,Asian and Pacific Islander,114,17.552,15.469
2018,Influenza (Flu) and Pneumonia (J09-J18),F,Hispanic,225,17.788,16.463
2018,"Assault (Homicide: U01-U02, Y87.1, X85-Y09)",M,Non-Hispanic Black,152,18.136,18.171
2018,"Essential Hypertension and Renal Diseases (I10, I12)",F,Non-Hispanic White,253,18.358,8.893
2018,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",M,Non-Hispanic White,244,18.54,14.777
2018,Diabetes Mellitus (E10-E14),F,Hispanic,236,18.658,17.558
2018,Alzheimer's Disease (G30),F,Hispanic,243,19.211,17.122
2018,Cerebrovascular Disease (Stroke: I60-I69),F,Hispanic,244,19.29,17.886
2018,Influenza (Flu) and Pneumonia (J09-J18),M,Asian and Pacific Islander,117,19.919,20.647
2018,Diabetes Mellitus (E10-E14),M,Hispanic,236,19.923,25.537
2018,Influenza (Flu) and Pneumonia (J09-J18),M,Not Stated/Unknown,16,20.031,32.541
2018,Chronic Lower Respiratory Diseases (J40-J47),M,Non-Hispanic Black,173,20.642,21.044
2018,"Essential Hypertension and Renal Diseases (I10, I12)",M,Non-Hispanic Black,176,21,21.851
2018,Cerebrovascular Disease (Stroke: I60-I69),M,Not Stated/Unknown,17,21.283,34.048
2018,Cerebrovascular Disease (Stroke: I60-I69),M,Non-Hispanic White,296,22.491,16.712
2018,Certain Conditions originating in the Perinatal Period (P00-P96),M,Not Stated/Unknown,18,22.535,16.87
2018,Diabetes Mellitus (E10-E14),M,Non-Hispanic White,307,23.327,18.13
2018,"Essential Hypertension and Renal Diseases (I10, I12)",F,Non-Hispanic Black,244,24.135,17.373
