CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50054646,CHINA ONE RESTAURANT,Bronx,334,EAST GUN HILL ROAD,10467,7187980109,Chinese,06/15/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,35,,,10/09/2024,Cycle Inspection / Re-inspection,40.878808622248,-73.873198063352,207,11,042902,2018503,2033520039,BX43,
50047583,Thread Lobby Bar,Manhattan,218,WEST   35 STREET,10001,6468502850,Bottled Beverages,12/20/2023,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,27,,,10/09/2024,Cycle Inspection / Initial Inspection,40.751977735538,-73.990929869721,105,03,010900,1014413,1007840054,MN17,
50100251,5 STAR CHEESE STEAK AND PIZZA,Manhattan,2039,1 AVENUE,10029,2129871540,Pizza,03/22/2022,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,20,,,10/09/2024,Cycle Inspection / Initial Inspection,40.789041582945,-73.940500202416,111,08,017000,1052761,1016770025,MN33,
50006794,TABLE 87 / EIGHTY-SEVEN NEXT DOOR,Brooklyn,473,3 AVENUE,11215,7189658400,Pizza,11/28/2022,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,39,C,11/28/2022,10/09/2024,Cycle Inspection / Re-inspection,40.670757322307,-73.991586229513,306,38,012100,3022458,3010150011,BK37,
50057386,CHOW HOUSE,Manhattan,181,BLEECKER STREET,10012,6463582779,Chinese,05/02/2023,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,33,,,10/09/2024,Cycle Inspection / Initial Inspection,40.7290154029,-74.000873144553,102,01,006500,1008713,1005400040,MN23,
50071777,KATHMANDU FUSION KITCHEN,Queens,3926,61ST ST,11377,7186729500,Asian/Asian Fusion,09/17/2024,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,40,,,10/09/2024,Cycle Inspection / Initial Inspection,40.746496969719,-73.902994051905,402,26,025900,4028333,4012290108,QN63,
41603367,FOOD KING CHINESE RESTAURANT,Manhattan,56,MARKET STREET,10002,2122332433,Chinese,06/23/2022,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,12,A,06/23/2022,10/09/2024,Cycle Inspection / Initial Inspection,40.711695780212,-73.994268327268,103,01,000800,1003277,1002740045,MN27,
50040296,GAMMEEOK,Manhattan,9,WEST   32 STREET,10001,2128681180,Korean,02/23/2024,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,48,,,10/09/2024,Cycle Inspection / Initial Inspection,40.747390750548,-73.986051082137,105,04,007600,1015851,1008340035,MN17,
50002573,ITAL KITCHEN,Brooklyn,1032,UNION STREET,11225,3474059727,Vegetarian,03/17/2023,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,5,A,03/17/2023,10/09/2024,Cycle Inspection / Initial Inspection,40.669627177995,-73.957611033409,309,35,032500,3337861,3012730011,BK63,
40365627,JAHN'S RESTAURANT,Queens,81-04,37 AVENUE,11372,7186510700,American,05/13/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13,A,05/13/2024,10/09/2024,Cycle Inspection / Re-inspection,40.74965336582,-73.885073567329,403,25,028300,4030010,4012920002,QN28,
50150638,GG'S HOUSE OF COOK-UP BAR & GRILL,Brooklyn,793,UTICA AVENUE,11203,3476857410,Caribbean,05/21/2024,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,63,,,10/09/2024,Pre-permit (Non-operational) / Initial Inspection,40.65402915973,-73.9306200763,317,41,086800,3101416,3046560036,BK96,
50081737,SUSHI RYUSEI,Manhattan,216,EAST   39 STREET,10016,2129838880,Japanese,06/16/2023,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,19,,,10/09/2024,Cycle Inspection / Initial Inspection,40.748599363914,-73.975227136656,106,04,007800,1020362,1009190051,MN20,
50109947,ROSEMARY'S,Manhattan,350,1 AVENUE,10010,6468685335,Italian,01/31/2023,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,31,,,10/09/2024,Cycle Inspection / Initial Inspection,40.735123447835,-73.979648807913,106,04,006000,1083679,1009780001,MN50,
50105887,BUFFALO WILD WINGS,Brooklyn,632,GATEWAY DRIVE,11239,9525168175,Chicken,07/24/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,21,,,10/09/2024,Cycle Inspection / Initial Inspection,40.652361391645,-73.876455559545,305,42,107000,3397158,3044520535,BK82,
50104538,AVENUE GYRO,Bronx,2356,ARTHUR AVENUE,10458,7182202526,Mediterranean,10/03/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,22,,,10/09/2024,Cycle Inspection / Initial Inspection,40.854429330457,-73.88851030916,206,15,039100,2012128,2030730019,BX06,
50104381,BANG KOK CUISINE,Queens,10718,70TH RD,11375,7182614005,Thai,11/14/2023,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13,A,11/14/2023,10/09/2024,Cycle Inspection / Re-inspection,40.7213191889,-73.845402704214,406,29,071100,4077497,4032390038,QN17,
50100007,WU LIANG YE,Manhattan,36,WEST   48 STREET,10036,2123982308,Chinese,09/27/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,0,,,10/09/2024,Cycle Inspection / Initial Inspection,40.758003818721,-73.979858366996,105,04,009600,1034495,1012630057,MN17,
50061117,CAFE BILBOQUET,Manhattan,26,EAST   60 STREET,10022,2127513036,French,07/20/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,A,07/20/2021,10/09/2024,Cycle Inspection / Initial Inspection,40.764062254344,-73.970629517633,108,04,011401,1040760,1013740046,MN40,
40366543,JARDIN DE CHINA REST,Queens,3737,JUNCTION BOULEVARD,11368,7184763755,Chinese,01/19/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,39,,,10/09/2024,Cycle Inspection / Initial Inspection,40.750754804569,-73.870360475566,403,21,037500,4043854,4017590046,QN26,
40637864,PAM'S BAKERY,Brooklyn,4620,CHURCH AVENUE,11203,7187030393,Bakery Products/Desserts,08/06/2024,Violations were cited in the following area(s).,02C,Hot TCS food item that has been cooked and cooled is being held for service without first being reheated to 165º F or above within 2 hours.,Critical,13,A,08/06/2024,10/09/2024,Cycle Inspection / Initial Inspection,40.651560845402,-73.933985027855,317,45,086000,3109934,3049000012,BK91,
50120654,LEE GOOD TASTE 88,Brooklyn,2686,PITKIN AVENUE,11208,9173229851,Chinese,05/18/2022,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,44,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.675232612608,-73.872995376458,305,42,119600,3095039,3042310017,BK82,
50061071,HO HO TE,Manhattan,805,8 AVENUE,10019,6468526941,Coffee/Tea,12/19/2023,Violations were cited in the following area(s).,16-02,"The original nutrition fact labels or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",Not Applicable,,,,10/09/2024,Trans Fat / Initial Inspection,40.761402833182,-73.98675565647,104,03,012700,1025144,1010390032,MN15,
50144010,QR SUSHI,Brooklyn,7021,3 AVENUE,11209,9172426968,Japanese,01/16/2024,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,50,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.63436699933,-74.026589390095,310,47,006800,3146522,3058910013,BK31,
50004599,BELLA PIZZA OF BRONX,Bronx,4555,3 AVENUE,10458,7184838861,Pizza,04/23/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,37,Z,04/23/2024,10/09/2024,Cycle Inspection / Re-inspection,40.854735820862,-73.890407607752,206,15,038500,2117679,2030520038,BX01,
50117636,SKINOS MEDITERRANEAN CUSINE,Manhattan,123,WASHINGTON STREET,10006,6467200060,Mediterranean,06/06/2024,Violations were cited in the following area(s).,09A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",Not Critical,25,,,10/09/2024,Cycle Inspection / Initial Inspection,40.709131451614,-74.014020233871,101,01,001300,1088442,1000537502,MN25,
50123473,LAO JIU GUAN,Brooklyn,5207,7 AVENUE,11220,6467045728,Chinese,08/09/2023,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,33,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.641207112204,-74.007184918563,307,43,010600,3014070,3008100007,BK34,
50096263,AVABREW,Brooklyn,100,WILLOUGHBY STREET,11201,7186431920,Coffee/Tea,02/07/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,,,10/09/2024,Cycle Inspection / Initial Inspection,40.692119194158,-73.984699610102,302,33,001500,3424451,3001450022,BK38,
50086938,JAGERHAUS GASTROPUB,Queens,1516,149TH ST,11357,7187673486,German,03/13/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,45,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.786670233501,-73.816249001249,407,19,103900,4105229,4046460011,QN49,
50141303,ZINGER HALAL EXPRESS,Staten Island,1970,VICTORY BOULEVARD,10314,7184158751,Chicken,10/13/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12,A,10/13/2023,10/09/2024,Pre-permit (Operational) / Re-inspection,40.612538973812,-74.129481726979,501,50,018701,5018255,5007220001,SI07,
50039842,DELUXE GREEN BO,Manhattan,66,BAYARD STREET,10013,2126252359,Chinese,03/27/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,73,C,03/27/2024,10/09/2024,Cycle Inspection / Re-inspection,40.715505647443,-73.998131417975,103,01,002900,1079427,1002010032,MN27,
50103384,CHOCOLATE DIP,Manhattan,101,MACDOUGAL STREET,10012,4159904154,Bakery Products/Desserts,04/14/2022,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,43,,,10/09/2024,Pre-permit (Operational) / Reopening Inspection,40.729547887394,-74.000876759621,102,01,006500,1008732,1005420050,MN23,
40676022,TACOS MEXICO,Queens,4110,102 STREET,11368,7185050332,Mexican,02/01/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,16,,,10/09/2024,Cycle Inspection / Initial Inspection,40.748386356032,-73.863504217087,404,21,040700,4040485,4016160033,QN26,
